cell_id,m,rho,policy,n_replicates,n_cycles,burn_in,master_seed,mean_reference_error,mean_reference_error_ci_low,mean_reference_error_ci_high,mean_reference_error_replicate_sd,sd_reference_error,sd_reference_error_ci_low,sd_reference_error_ci_high,sd_reference_error_replicate_sd,rmse_reference_error,rmse_reference_error_ci_low,rmse_reference_error_ci_high,rmse_reference_error_replicate_sd,cycle_arl,cycle_arl_ci_low,cycle_arl_ci_high,cycle_arl_replicate_sd,median_tau,median_tau_ci_low,median_tau_ci_high,median_tau_replicate_sd,alternation_rate,alternation_rate_ci_low,alternation_rate_ci_high,alternation_rate_replicate_sd,alarm_up_proportion,alarm_up_proportion_ci_low,alarm_up_proportion_ci_high,alarm_up_proportion_replicate_sd,acf_e_lag1,acf_e_lag1_ci_low,acf_e_lag1_ci_high,acf_e_lag1_replicate_sd,acf_e_lag2,acf_e_lag2_ci_low,acf_e_lag2_ci_high,acf_e_lag2_replicate_sd,acf_e_lag3,acf_e_lag3_ci_low,acf_e_lag3_ci_high,acf_e_lag3_replicate_sd,acf_direction_lag1,acf_direction_lag1_ci_low,acf_direction_lag1_ci_high,acf_direction_lag1_replicate_sd,fraction_abs_e_gt_1,fraction_abs_e_gt_1_ci_low,fraction_abs_e_gt_1_ci_high,fraction_abs_e_gt_1_replicate_sd
gate4.1-pilot-bd89c45a30ed,20,0.25,partial_reuse,20,500,200,20260820,0.0007051053753902867,-0.001354156783881957,0.0025902440774635705,0.004711720839616064,0.19604125733777883,0.19394186947916817,0.19813456298678325,0.005091526244409706,0.19590048084513229,0.1937192410817422,0.1980107152531733,0.0050760021433140096,285.6959,279.9949775,291.82911500000006,13.749497988539156,171.5,166.14937500000002,177.20125,12.77229732457589,0.6720440881763527,0.6638276553106213,0.681062124248497,0.02038802466716446,0.5022000000000001,0.4944,0.5103025000000001,0.01860277285500033,-0.2591770674236562,-0.2772496463625756,-0.24180032329617307,0.04020304497637335,0.0693058491718483,0.04497177179533738,0.09322860359350418,0.05765272151146739,-0.010107704405688403,-0.03442586245033628,0.01426345655979544,0.05754608487956516,-0.34518857123870744,-0.36415188559243755,-0.32859522524328916,0.04051363366385026,0.0,0.0,0.0,0.0
gate4.1-pilot-cc575b4daa2b,20,0.5,partial_reuse,20,500,200,20260820,0.0013008774888922802,-0.0002662640185765443,0.002867268945785873,0.003633653613273819,0.2214145065765035,0.21935294939249497,0.22336845862646298,0.0046221448194158484,0.22122517795205515,0.21927407609892038,0.22307423878379834,0.004616510828500647,250.1238,244.01867250000004,255.9536775,13.931782655421191,141.45,137.62437500000001,145.125,8.45561165268679,0.8333667334669338,0.8280536072144288,0.8386773547094188,0.012679044883491704,0.5011,0.4971000000000001,0.5051025000000001,0.009436212442667772,-0.49880716413121107,-0.5115510295566491,-0.4860372965934552,0.030056101938631296,0.31583552387885006,0.28947901976005935,0.3408870435273383,0.05938383841089029,-0.19323759562964749,-0.22434766912205512,-0.15999782633972526,0.0730980974011247,-0.6659568115631518,-0.6765893656050761,-0.6554272232303492,0.025042365459610298,0.0,0.0,0.0,0.0
gate4.1-pilot-5230290be1e1,20,1.0,full_reuse,20,500,200,20260820,0.0017309179654865655,-0.0033200770117671288,0.006404089990278454,0.010735115291412002,0.33210737073094526,0.3304312349184272,0.3337127039449482,0.0038717462137652834,0.33194443939442586,0.33033079837690504,0.3335172627873497,0.0038788625397731384,166.88760000000002,163.3633,170.2795025,8.115125568312157,80.55,79.1,81.925625,3.347819400272677,0.9163326653306616,0.9119213426853706,0.9206437875751504,0.010541739853065923,0.5005,0.4984,0.5024,0.004582575694955844,-0.5711845997956926,-0.5841460968489635,-0.5580804162268869,0.030974525060063367,0.5375224156294486,0.5143298469497164,0.5594578644537984,0.05180997213714402,-0.43749701399413,-0.4539612030035396,-0.4203322011564425,0.03927482361842631,-0.8311407305234061,-0.8401216969703197,-0.8217587705691725,0.021022782742246726,0.0001,0.0,0.00030000000000000003,0.00044721359549995795
gate4.1-pilot-bd81a8baa811,50,0.0,fresh,20,500,200,20260820,-0.00031154253897961245,-0.002282044810367231,0.001611129219700972,0.00469244757059555,0.1419488476493726,0.14021478201459506,0.14371788437184874,0.004138830730697531,0.14188098816412514,0.14013659342225554,0.1435894593356292,0.004131731201234164,360.05289999999997,355.7103900000001,364.0294225000001,10.134932201367503,242.225,238.37437500000001,245.35,7.9892608840670745,0.503306613226453,0.49228456913827656,0.5150300601202404,0.0266835834832609,0.5055999999999999,0.4955,0.5156,0.023284058246385086,0.0013479175592967477,-0.01597267531104753,0.018681723940373558,0.041450293411285276,-0.008266932677264695,-0.026476708372837197,0.010500842765013648,0.044246830335321216,0.00833999706291722,-0.008645803558597042,0.025290940389203577,0.04039304395710032,-0.008840626238554253,-0.03246622015838408,0.013022737613018441,0.053916894870740896,0.0,0.0,0.0,0.0
gate4.1-pilot-581e8e81fe55,50,0.02,partial_reuse,20,500,200,20260820,-0.00023711303664779385,-0.002158595770928727,0.001653473594535874,0.0045988044041367195,0.13918575679423484,0.1374951287993924,0.14093320876733442,0.004067759965094091,0.1391190598176808,0.1374031331046587,0.14080342378697694,0.004059091599663587,363.5072,359.6262175,367.45543,9.224221396895643,242.0,237.6725,246.10062499999998,10.139812102484159,0.5085170340681363,0.4975951903807615,0.5200400801603207,0.02660107350582704,0.5071,0.4978949999999999,0.5165,0.022416863952696084,-0.008897990104250745,-0.0261283320974958,0.008318188693435629,0.04144758638685212,-0.008221245075810589,-0.026632574400786813,0.010567856737026258,0.04470498086028197,0.00866626220523314,-0.008713244233821863,0.025982520940143534,0.04112258249679557,-0.019172368939767648,-0.042619160000509686,0.002764094715198411,0.053581477930225545,0.0,0.0,0.0,0.0
gate4.1-pilot-7b9d58027fd1,50,0.05,partial_reuse,20,500,200,20260820,-0.00010685736504046175,-0.0019519198195431053,0.0017160772063193298,0.004453126633105288,0.13521873944567162,0.1335840639220448,0.13686416619106148,0.003910128514037172,0.135153256508928,0.13351149009263513,0.13679982844680788,0.0039044342170054553,367.9929000000001,362.21311499999996,373.5040300000001,13.392792177334165,249.425,244.85,253.95,10.538494599374838,0.5242484969939879,0.5149298597194389,0.5339679358717434,0.022432832357373096,0.5056,0.4981999999999999,0.5131,0.017682581378591952,-0.024000815493607427,-0.04100815668763591,-0.006998032911506739,0.040732863266174126,-0.008614230983977364,-0.027757497821032925,0.011026931742168357,0.0460587565659618,0.009358627261367028,-0.0070931701285521075,0.026620291249250395,0.04100473613583688,-0.04974975172597403,-0.06958146445624734,-0.030577321712093358,0.044702604336006306,0.0,0.0,0.0,0.0
gate4.1-pilot-701f43f56de0,50,0.1,partial_reuse,20,500,200,20260820,2.181432883741801e-06,-0.00179585239361942,0.0017417414683607779,0.004261647706549536,0.12925032090708605,0.127698768576007,0.13080461437434907,0.0036764612683673377,0.12918784575095374,0.12760124463028882,0.13071152531068303,0.003671097034479376,374.8998,369.3416775,380.3653775,13.095044493001328,253.225,249.27437500000002,257.65,10.028216769642913,0.5422845691382766,0.5329634268537073,0.5516032064128257,0.021321741207647935,0.5039,0.4954975,0.5126,0.020297523831349758,-0.053432049831127225,-0.06957672817331374,-0.03766491880412163,0.03876152546170476,-0.002732757631043644,-0.021776002914450844,0.016777745429878307,0.04566304262691146,0.00806533708086488,-0.008384317318835136,0.025215419559801625,0.04002273517121869,-0.0861359167669259,-0.1047068496356265,-0.06842883246447087,0.0427195553358406,0.0,0.0,0.0,0.0
gate4.1-pilot-a5683c1b109b,50,0.25,partial_reuse,20,500,200,20260820,0.0003652600545222543,-0.0013596035754708578,0.0020406779939058663,0.004045913056962539,0.11708630509897973,0.11593503766679722,0.11824433100087312,0.002829148998642649,0.11703659521499081,0.11588389922407234,0.11823331596417894,0.002808416930546814,389.3616,383.0871925,396.05743999999993,15.255259449914657,268.075,262.574375,273.475,13.054818630440035,0.6038076152304608,0.5937875751503006,0.6137274549098195,0.02410165255990718,0.5027,0.49610000000000004,0.5088999999999999,0.014928249447907405,-0.1541963444189541,-0.17070306162304474,-0.1368255233153469,0.04110387374871129,0.011925399750072918,-0.007343425491655766,0.032620094833147435,0.04808955419235717,0.006562025249771519,-0.013155158675687974,0.02657588639327316,0.046390030984863745,-0.20827155162154054,-0.22751654855069048,-0.18667376086741827,0.04839332535334905,0.0,0.0,0.0,0.0
gate4.1-pilot-4912942c2f80,50,0.5,partial_reuse,20,500,200,20260820,0.0007578449672832764,-0.0007729404746188234,0.0022295233739798043,0.003655240101829468,0.11965247308222844,0.11848601375606425,0.12078770641067707,0.002673090891307272,0.11958795412966024,0.1183936255867301,0.12065721611603916,0.002684017258522311,382.7773,377.56308,388.09516499999995,12.220887042919163,262.5,257.27437499999996,268.150625,12.661587162503926,0.7072144288577155,0.6987925851703407,0.7155310621242486,0.01953698208408275,0.5031,0.49700000000000005,0.5095999999999999,0.014817841308795014,-0.3219641653651187,-0.3396570945670843,-0.3052708613676999,0.04108109646524208,0.11345664569124539,0.09375010068823268,0.1320028890606531,0.04494434766668318,-0.042009418536866384,-0.06026713584209676,-0.02485797061686965,0.04195843519308134,-0.41478023834999095,-0.4316637291502687,-0.39887200620295915,0.03876676372740091,0.0,0.0,0.0,0.0
gate4.1-pilot-21ecaaad61ee,50,1.0,full_reuse,20,500,200,20260820,0.0013739176804209226,-0.0012130802220891,0.0037049650163566493,0.005747741789953539,0.18114255278799044,0.1792468150951271,0.18290172667216742,0.004389078128517209,0.18105353160973475,0.17909012282478873,0.18278531299551393,0.004371491000405649,311.2209,306.27286999999995,316.30935,12.175610365765952,202.425,198.025,207.10125,10.670020717189969,0.794188376753507,0.7855711422845693,0.8034068136272545,0.020857701162261405,0.49929999999999997,0.49440000000000006,0.504,0.011521604420437844,-0.4168150388833685,-0.4304484213421309,-0.4027904261445259,0.03194706482351848,0.22378279911669016,0.20251547710766601,0.24378539092747237,0.049022781159754,-0.12344910781262641,-0.14965579886252853,-0.09669736806639366,0.06099994325443913,-0.5879955655856784,-0.6053795690222081,-0.5711130992416391,0.04153263123448515,0.0,0.0,0.0,0.0
