e,e_index,n_paths,n_batches,F1,F1_se,F1_batch_sd,mean_tau,mean_tau_se,median_tau,alarm_up_proportion,F_rho_0.05,F_rho_0.05_se
-0.058750000000000004,0,20000,10,0.8087104666483983,0.012819323967611476,0.03009038945801453,418.54345,2.9403924884280626,288.0,0.73085,0.04968190212457515,0.0067810858725473955
-0.05450000000000001,1,20000,10,0.7549815373430555,0.013048904438899174,0.02675676262747026,425.6309,2.928291422108144,298.0,0.7155500000000001,0.038895966425858124,0.006750943464400841
-0.05025,2,20000,10,0.7219950904824131,0.013137522856672516,0.04074752328771051,426.56505,2.947859795223221,300.5,0.70685,0.0380068992795399,0.006741336780647408
-0.046,3,20000,10,0.664060127868231,0.013287874494427428,0.028725435593988196,438.3277,3.088853835411499,303.0,0.68755,0.01805030961465324,0.006770539792783679
-0.04175,4,20000,10,0.5699469157658745,0.013585660427179605,0.06105218699586606,436.31215,3.059648553851002,302.0,0.6654000000000001,0.03227213715695767,0.006781723120655792
-0.037500000000000006,5,20000,10,0.5393076970776766,0.013593343272474443,0.04345650340846213,446.1307,3.0805027926863318,315.5,0.6543000000000001,0.034568998769525794,0.006774926160720488
-0.03325,6,20000,10,0.46929043083011646,0.013783903665570986,0.06019995100517271,450.29775,3.131456492709928,315.0,0.63355,0.022668158738175327,0.006776810801298178
-0.029,7,20000,10,0.4328597959841018,0.013888693069409073,0.04762391263442964,451.635,3.1127951480031046,317.0,0.6218999999999999,0.026886202547849816,0.0067658326436679135
-0.02475,8,20000,10,0.3701635997238588,0.01392950375701437,0.03361782171144784,455.4476,3.1599441094821206,319.0,0.60505,0.012584231917521662,0.006730667098780811
-0.0205,9,20000,10,0.2954815523703458,0.01402870728557824,0.05053031404117727,462.5463,3.2238495650567205,325.0,0.5854999999999999,0.01613275716763162,0.00675503677342108
-0.01625,10,20000,10,0.25755416449948715,0.014020194551030983,0.03885849549038763,462.81945,3.216209344509816,324.0,0.57355,0.018873689175034316,0.006774128461327258
0.0,11,20000,10,0.001180151950177364,0.014202033158736945,0.03745950147855079,468.12355,3.261638188618343,325.0,0.5017500000000001,0.00131919600207154,0.006771236045270317
0.01625,12,20000,10,-0.25731208162241925,0.014184029526401413,0.04912756666450798,461.82695,3.177368078076579,325.0,0.42729999999999996,-0.007976114035046234,0.006763469867112115
0.0205,13,20000,10,-0.29274890545242405,0.013923556392274302,0.026025501031511716,460.6403,3.2103241175685815,320.5,0.41795,0.00018689733230430007,0.0067452886356933655
0.02475,14,20000,10,-0.3661459936231634,0.013982222812456974,0.04384536148484175,456.9601,3.1794952964136454,319.0,0.3963,-0.009518851148738173,0.006711649005427052
0.029,15,20000,10,-0.4002503592720809,0.013853934190007184,0.05564153005848411,452.28455,3.1565989537653687,313.0,0.38495,-0.026662793263463175,0.006727495682040168
0.03325,16,20000,10,-0.48866699003761405,0.013707200189137543,0.039204072483746175,448.44805,3.1131657272143625,314.0,0.36185,-0.025153148481133553,0.006757927813893292
0.037500000000000006,17,20000,10,-0.512606843659564,0.013698060105803402,0.04515353057527786,443.2496,3.0590770205411433,312.0,0.3517,-0.028323431269791262,0.0067373962228764765
0.04175,18,20000,10,-0.588360745293437,0.013558001237694281,0.040530865099658316,437.65535,3.0829153526609288,304.0,0.33365,-0.031928066598406295,0.006717938535981428
0.046,19,20000,10,-0.6635173700382131,0.01331024691786674,0.030319969366510834,429.8554,2.9961729885256725,298.0,0.3128,-0.04350787457955689,0.006797826181160078
0.05025,20,20000,10,-0.7055285626713074,0.013216111501747119,0.04803011476457844,426.77965,2.945748764165565,297.0,0.2986,-0.04252038932204715,0.006710698341074418
0.05450000000000001,21,20000,10,-0.7542447479865018,0.012994569031619496,0.045418893045880294,423.1812,2.9706829166334057,292.0,0.28625,-0.05637745789716859,0.006761842439922337
0.058750000000000004,22,20000,10,-0.8133255819966502,0.012831314659943954,0.035213644106276615,417.24125,2.912801677612557,292.0,0.26835,-0.04206840876628027,0.006792279910135524
