rho,cyc,cyc_se,dly0.5,dly0.5_se,dly1.0,dly1.0_se,dly2.0,dly2.0_se
0.0,83.26503847472713,0.15472360214211556,74.13471,0.18243376763149677,53.550593333333325,0.48455014064020785,16.267046666666666,0.08795081412673522
0.0605,86.97555660987112,0.16050780535577258,77.58286333333334,0.16033629808416097,53.81662666666667,0.19945060740555365,14.63016,0.10334461586254887
0.2,94.93232069825231,0.21389425091249056,81.89895333333334,0.2664159006036329,52.81822,0.20072339234213138,11.868033333333333,0.11459886815904123
0.5,81.57766479232825,0.23870687606283322,77.26280333333334,0.3047401041780424,58.543319999999994,0.17933617047012346,12.539539999999999,0.10514016274584238
0.8,57.003584593534434,0.18668955786519162,62.04557,0.26589784893200397,60.08942666666667,0.21159949686192958,22.319606666666665,0.2645338393392335
1.0,50.11901308292032,0.18452359444759972,52.90639666666667,0.6124520284252654,52.67451333333334,0.24164134404112173,28.606343333333335,0.27557664983327823
