e,E_ztau,Var_ztau_cond,sd,frac_done
0.0,0.0005438520183513259,4.064054451926104,2.0159500122587626,0.99986
0.25,-1.8247688818225156,0.6931110602083875,0.8325329183932534,1.0
0.5,-1.9125416339218029,0.4780436532282697,0.6914070098200261,1.0
1.0,-2.0568205506615294,0.5271286532052709,0.7260362616324827,1.0
1.04,-2.073854692750469,0.5337594005126327,0.7305883933601962,1.0
1.5,-2.2991310025952454,0.6178078448081562,0.7860075348291238,1.0
2.0,-2.6199541473726518,0.7095989740361704,0.8423769785767952,1.0
