e,e_index,n_paths,n_batches,F1,F1_se,F1_batch_sd,mean_tau,mean_tau_se,median_tau,alarm_up_proportion,F_rho_1,F_rho_1_se
-1.35,0,200000,20,0.8691079499604023,0.0017168991024707752,0.007380986355063721,6.629305,0.006230790094249765,6.0,1.0,0.8691079499604023,0.0017168991024707752
-1.3125,1,200000,20,0.8869958863298507,0.0017043829525254463,0.009041497585234927,6.893455,0.006601316815741653,6.0,1.0,0.8869958863298507,0.0017043829525254463
-1.2750000000000001,2,200000,20,0.9073552430520413,0.00170113976474814,0.007440469800466128,7.183075,0.007037633861130232,7.0,1.0,0.9073552430520413,0.00170113976474814
-1.2375,3,200000,20,0.9249052385620834,0.0016886023836650609,0.008280802985947995,7.51307,0.007534233849496477,7.0,1.0,0.9249052385620834,0.0016886023836650609
-1.2000000000000002,4,200000,20,0.9441616719598331,0.0016788950945943303,0.007752950987045523,7.82866,0.008002842198207849,7.0,1.0,0.9441616719598331,0.0016788950945943303
-1.1625,5,200000,20,0.9662443001110727,0.001665691366509053,0.005524861959718427,8.224365,0.008618630873744721,7.0,1.0,0.9662443001110727,0.001665691366509053
-1.125,6,200000,20,0.986779162230068,0.0016567656888706683,0.010418941999332763,8.62639,0.009234403294773357,8.0,1.0,0.986779162230068,0.0016567656888706683
-1.0875000000000001,7,200000,20,1.00843109965741,0.001644817227462381,0.0075692507974887075,9.108835,0.010040635128598386,8.0,1.0,1.00843109965741,0.001644817227462381
-1.05,8,200000,20,1.0272179596118864,0.001639889328612606,0.004237767070818982,9.5972,0.010848361592182765,9.0,1.0,1.0272179596118864,0.001639889328612606
-1.0125,9,200000,20,1.0514419447984793,0.001637650911307576,0.008414030534148515,10.17687,0.01187468905094783,9.0,1.0,1.0514419447984793,0.001637650911307576
-0.9750000000000001,10,200000,20,1.0736866457084147,0.0016187992995301194,0.008221632238201028,10.79496,0.012977599357447639,9.0,1.0,1.0736866457084147,0.0016187992995301194
-0.9375,11,200000,20,1.0978273223096953,0.0016118863391397305,0.005670279451848823,11.55649,0.014294611435050637,10.0,1.0,1.0978273223096953,0.0016118863391397305
-0.9,12,200000,20,1.1221268986865238,0.0016032413712256987,0.006795540499912385,12.3261,0.01562796100314515,11.0,1.0,1.1221268986865238,0.0016032413712256987
0.0,13,200000,20,-0.003991969660153998,0.0044982942878151865,0.022066173309068418,464.278735,1.0235418458463483,324.0,0.499105,-0.003991969660153998,0.0044982942878151865
0.9,14,200000,20,-1.1193519332522934,0.0016036168258229686,0.00945527894490894,12.3528,0.015703521700655844,11.0,5e-06,-1.1193519332522934,0.0016036168258229686
0.9375,15,200000,20,-1.0982392099457599,0.001616554590475655,0.006355629417962881,11.542915,0.014232867047309791,10.0,0.0,-1.0982392099457599,0.001616554590475655
0.9750000000000001,16,200000,20,-1.0754182810604935,0.0016212659683538205,0.00695686509022864,10.796825,0.01293635231983621,9.0,5e-06,-1.0754182810604935,0.0016212659683538205
1.0125,17,200000,20,-1.0498000674482217,0.0016295293474486831,0.0064372910773855,10.16322,0.011848742470046794,9.0,0.0,-1.0498000674482217,0.0016295293474486831
1.05,18,200000,20,-1.0267091537385655,0.0016428378590604767,0.008238260087836614,9.607595,0.01090719310428591,9.0,0.0,-1.0267091537385655,0.0016428378590604767
1.0875000000000001,19,200000,20,-1.008682971464644,0.0016498958229828684,0.007779899961256976,9.10809,0.01003781781805352,8.0,0.0,-1.008682971464644,0.0016498958229828684
1.125,20,200000,20,-0.9837816843722659,0.0016604174249633243,0.006659697729506188,8.63559,0.009292882144296933,8.0,0.0,-0.9837816843722659,0.0016604174249633243
1.1625,21,200000,20,-0.9651761754760535,0.0016664062713448277,0.008079614313254956,8.211245,0.008605729082578664,7.0,0.0,-0.9651761754760535,0.0016664062713448277
1.2000000000000002,22,200000,20,-0.9465801315994384,0.001680797421509378,0.007626457231073182,7.8568,0.008059977891794622,7.0,0.0,-0.9465801315994384,0.001680797421509378
1.2375,23,200000,20,-0.9240913002707107,0.0016825883120745973,0.007816142254194395,7.495005,0.007484604555111895,7.0,0.0,-0.9240913002707107,0.0016825883120745973
1.2750000000000001,24,200000,20,-0.9054830862645642,0.0016936542611671378,0.006887875280109519,7.19738,0.007037794635449848,7.0,0.0,-0.9054830862645642,0.0016936542611671378
1.3125,25,200000,20,-0.8873829639789983,0.0017063890126538146,0.008728892476676362,6.91086,0.00665583141331412,6.0,0.0,-0.8873829639789983,0.0017063890126538146
1.35,26,200000,20,-0.8688556691958784,0.0017165481599158503,0.005667927035083852,6.627935,0.006232897193433574,6.0,0.0,-0.8688556691958784,0.0017165481599158503
