layer,detector,family,family_class,m,arl,gamma,gamma_se,route_b_gamma,route_b_se,correspondence_verdict,mean_window_at_zero,origin_is_fixed_point,expected_short_correction,fixed_denominator_gain,gaussian_form_gain,stability_status,critical_rho
frozen,sr@520.886,gaussian,THEOREM-SUPPORTED,1,465.2165178125,17.258937362693644,0.02025970312960504,17.23852889349197,0.03413468715169491,PASS,-0.001566968212581444,True,0.0,17.258937362693644,17.258937362693644,CLASSIFIED,0.0615046345091724
frozen,sr@520.886,gaussian,THEOREM-SUPPORTED,2,465.2165178125,14.358609580755475,0.01610402470856826,14.32429917480909,0.02837510716633154,PASS,-0.0011316691166482137,True,0.0,14.358609580755475,14.358609580755475,CLASSIFIED,0.07485809012942547
frozen,sr@520.886,gaussian,THEOREM-SUPPORTED,3,465.2165178125,12.831339840632122,0.013048722904538327,12.80064169290006,0.02584584221142333,PASS,-0.0010399301850050307,True,2.898634262802941e-06,12.83133694199786,12.831339840632122,CLASSIFIED,0.08452128106114584
frozen,sr@520.886,gaussian,THEOREM-SUPPORTED,5,465.2165178125,10.922954931665537,0.00972542242695747,10.911766241931526,0.022075873555611084,PASS,-0.000650936573487144,True,0.0004256729010685633,10.922529258764467,10.922954931665537,CLASSIFIED,0.10077643271449921
frozen,sr@520.886,laplace,THEOREM-SUPPORTED,1,297.46994562500004,16.079047002342215,0.049315845903499474,16.074743020268073,0.060097629606933683,PASS,-0.001572603366492237,True,0.0,16.079047002342215,24.883392450871483,CLASSIFIED,0.06631718833721195
frozen,sr@520.886,laplace,THEOREM-SUPPORTED,2,297.46994562500004,11.59018436521107,0.03595983355066902,11.602615904908525,0.03613829937108785,PASS,-0.00158201334862588,True,0.00036229588427962684,11.58982206932679,17.516684564471817,CLASSIFIED,0.09442706241120943
frozen,sr@520.886,laplace,THEOREM-SUPPORTED,3,297.46994562500004,9.66237168902339,0.026264277715567653,9.679287067173805,0.028513027665758084,PASS,-0.001511301657087297,True,0.0013896806060462248,9.660982008417342,14.27451095496052,CLASSIFIED,0.115441825391441
frozen,sr@520.886,laplace,THEOREM-SUPPORTED,5,297.46994562500004,7.611456319406889,0.01775940481271703,7.625797256877686,0.020127668257989215,PASS,-0.0013083302103441604,True,0.0058717647220490905,7.60558455468484,10.820679111614236,CLASSIFIED,0.15125260633797996
frozen,sr@520.886,logistic,THEOREM-SUPPORTED,1,374.551041875,16.819554364763576,0.019300729650248403,16.887902972092828,0.05428434515646292,PASS,0.002091524726407252,True,0.0,16.819554364763576,20.80815071537299,CLASSIFIED,0.06321290580899022
frozen,sr@520.886,logistic,THEOREM-SUPPORTED,2,374.551041875,13.042498180519237,0.013256985823162943,13.066029759938779,0.03980925015501809,PASS,0.0011634864644313537,True,5.948252351696456e-05,13.04243869799572,15.904044526633601,CLASSIFIED,0.08303924858528672
frozen,sr@520.886,logistic,THEOREM-SUPPORTED,3,374.551041875,11.26265004613146,0.010475918616018242,11.293345178923845,0.032391128469144555,PASS,0.001144743769664741,True,0.0003397242606041521,11.262310321870856,13.571478633720577,CLASSIFIED,0.09744071906426871
frozen,sr@520.886,logistic,THEOREM-SUPPORTED,5,374.551041875,9.20444183781576,0.00828933926242647,9.233311445986216,0.026128371771262496,PASS,0.0006959709206228157,True,0.002283072168058618,9.202158765647702,10.870699810890475,CLASSIFIED,0.12188519582049062
frozen,sr@520.886,t3,THEOREM-SUPPORTED,1,257.15239625000004,11.24796836717996,0.09725068439038233,11.034502763910117,0.06538826132276938,PASS,0.008280427594120114,True,0.0,11.24796836717996,67.51209865434355,CLASSIFIED,0.09758031681699857
frozen,sr@520.886,t3,THEOREM-SUPPORTED,2,257.15239625000004,7.435148840681833,0.05133477550637278,7.328653013321677,0.03971911582572427,PASS,0.0046514870240380694,True,0.002700686278492655,7.432448154403341,36.605611811451105,CLASSIFIED,0.15539656109866223
frozen,sr@520.886,t3,THEOREM-SUPPORTED,3,257.15239625000004,5.963870991649717,0.033427029871082786,5.896190005804964,0.02889926740964139,PASS,0.003630504847167385,True,0.0058110240916534875,5.9580599675580626,25.823823436297697,CLASSIFIED,0.20145567878017215
frozen,sr@520.886,t3,THEOREM-SUPPORTED,5,257.15239625000004,4.562282299268917,0.023006451805731628,4.530741252239049,0.01937744564489526,PASS,0.0023166099271637037,True,0.012960569535386534,4.549321729733531,16.78015812833265,CLASSIFIED,0.28071890883134915
frozen,sr@520.886,t1p5,THEOREM-SUPPORTED,1,13.068204062500001,4.127637962241225,0.095644663353909,3.069427209221318,0.7159598768675346,FAIL,-0.028000452288130553,True,0.0,4.127637962241225,9797.763576066474,CLASSIFIED,0.31973010050159795
frozen,sr@520.886,t1p5,THEOREM-SUPPORTED,2,13.068204062500001,2.8572678597885934,0.0477424556064914,2.3224662952055337,0.3566510827252139,FAIL,-0.022632552253273208,True,0.05212122068677033,2.805146639101823,5260.402621749148,CLASSIFIED,0.5384252975302263
frozen,sr@520.886,t1p5,THEOREM-SUPPORTED,3,13.068204062500001,2.3667583535820804,0.03209243028509037,2.018714538099408,0.23900097044344962,FAIL,-0.022721247016204683,True,0.11123784085425371,2.255520512727827,3849.7387174681476,CLASSIFIED,0.7316582315953228
frozen,sr@520.886,t1p5,THEOREM-SUPPORTED,5,13.068204062500001,1.9108886695671918,0.020364198424204328,1.6998480478558962,0.143817792013222,FAIL,-0.0221786366824391,True,0.2326090917664691,1.6782795778007227,2752.1007027324017,CLASSIFIED,1.0978290030494608
frozen,sr@520.886,skewnormal4,THEOREM-SUPPORTED,1,395.95252468750004,7.938994979462741,0.03866019084120197,8.12556266543762,0.03661074497738727,PASS,2.033487329449944,False,0.0,7.938994979462741,6.892204057613229,FIXED-POINT-NOT-AT-ORIGIN,
frozen,sr@520.886,skewnormal4,THEOREM-SUPPORTED,2,395.95252468750004,6.387531944055008,0.028449251737806065,6.556100574559456,0.027042423621162465,FAIL,1.6099331531154029,False,1.095069499209225e-05,6.387520993360016,5.510226657466416,FIXED-POINT-NOT-AT-ORIGIN,
frozen,sr@520.886,skewnormal4,THEOREM-SUPPORTED,3,395.95252468750004,5.6509041515896925,0.025422275391336895,5.781388704428751,0.024200728768888662,PASS,1.3739128306350987,False,0.00017237545968779993,5.650731776130004,4.834201773193393,FIXED-POINT-NOT-AT-ORIGIN,
frozen,sr@520.886,skewnormal4,THEOREM-SUPPORTED,5,395.95252468750004,4.886094945941677,0.02091549490951922,4.986850294703765,0.021111813248221502,PASS,1.05868554869773,False,0.00222682976551139,4.883868116176165,4.142243733671099,FIXED-POINT-NOT-AT-ORIGIN,
frozen,sr@520.886,uniform,OUTSIDE-ASSUMPTIONS,1,627.2520493750001,0.0,0.0,17.00693938542103,0.0330871838279819,COUNTEREXAMPLE-CONFIRMED,-0.001369083332198136,True,0.0,0.0,13.764612369896103,NOT-CLASSIFIED-OUTSIDE-ASSUMPTIONS,
frozen,sr@520.886,uniform,OUTSIDE-ASSUMPTIONS,2,627.2520493750001,0.0,0.0,15.524094434252708,0.030423002645532368,COUNTEREXAMPLE-CONFIRMED,-0.0011109248780050516,True,0.0,0.0,12.605571153014196,NOT-CLASSIFIED-OUTSIDE-ASSUMPTIONS,
frozen,sr@520.886,uniform,OUTSIDE-ASSUMPTIONS,3,627.2520493750001,0.0,0.0,14.500896523717381,0.028227471461534724,COUNTEREXAMPLE-CONFIRMED,-0.0011475034251643558,True,0.0,0.0,11.817825863304607,NOT-CLASSIFIED-OUTSIDE-ASSUMPTIONS,
frozen,sr@520.886,uniform,OUTSIDE-ASSUMPTIONS,5,627.2520493750001,0.0,0.0,13.132586658585105,0.026999011777837752,COUNTEREXAMPLE-CONFIRMED,-0.0013516668117799532,True,0.0,0.0,10.757819008982322,NOT-CLASSIFIED-OUTSIDE-ASSUMPTIONS,
frozen,sr@520.886,cauchy,OUTSIDE-ASSUMPTIONS,1,7.605590625,-15.03963571550009,20.116781013790344,69.85387255402621,53.57097247758537,COUNTEREXAMPLE-NOT-DEMONSTRATED,10.046603407503113,True,0.0,-15.03963571550009,584458469.666361,NOT-CLASSIFIED-OUTSIDE-ASSUMPTIONS,
frozen,sr@520.886,cauchy,OUTSIDE-ASSUMPTIONS,2,7.605590625,-6.899299621351444,10.058513189275873,35.54890779916184,26.784634503295077,COUNTEREXAMPLE-NOT-DEMONSTRATED,4.69608847879987,True,0.09291607636269628,-6.9922156977141405,293046965.68065095,NOT-CLASSIFIED-OUTSIDE-ASSUMPTIONS,
frozen,sr@520.886,cauchy,OUTSIDE-ASSUMPTIONS,3,7.605590625,-4.122960396356158,6.7445700769006525,24.090837091625,17.856935085145622,COUNTEREXAMPLE-NOT-DEMONSTRATED,2.7475049839404395,True,0.2754946823772702,-4.398455078733428,197136126.43454397,NOT-CLASSIFIED-OUTSIDE-ASSUMPTIONS,
frozen,sr@520.886,cauchy,OUTSIDE-ASSUMPTIONS,5,7.605590625,-1.8150909497408554,4.142550160430206,14.964397229639012,10.712279939615422,COUNTEREXAMPLE-NOT-DEMONSTRATED,1.1466214162523565,True,0.618013824442514,-2.4331047741833696,121830094.87741764,NOT-CLASSIFIED-OUTSIDE-ASSUMPTIONS,
