layer,detector,family,family_class,m,arl,gamma,gamma_se,route_b_gamma,route_b_se,correspondence_verdict,mean_window_at_zero,origin_is_fixed_point,expected_short_correction,fixed_denominator_gain,gaussian_form_gain,stability_status,critical_rho
frozen,cusum@5,gaussian,THEOREM-SUPPORTED,5,465.4507940625,10.18421225463857,0.01206152585544661,10.181380847368848,0.026030228113434906,PASS,-0.0010997275644681745,True,0.0028475487151410623,10.18136470592343,10.18421225463857,CLASSIFIED,0.10888250100001128
frozen,cusum@5,laplace,THEOREM-SUPPORTED,1,276.4043284375,13.021952830849475,0.05013660826047837,12.986935431874587,0.04723086751144117,PASS,0.0009669593954284857,True,0.0,13.021952830849475,22.828793514447256,CLASSIFIED,0.08318116150263914
frozen,cusum@5,laplace,THEOREM-SUPPORTED,2,276.4043284375,9.54960851159974,0.030493096250231874,9.531161099331413,0.029937142388616365,PASS,0.0009892431679676332,True,0.0018638879407593208,9.547744623658978,16.10587328598624,CLASSIFIED,0.11696441990802774
frozen,cusum@5,laplace,THEOREM-SUPPORTED,3,276.4043284375,8.049521954585519,0.023783633954957407,8.031273808590889,0.02475673747566968,PASS,0.0005997396627951789,True,0.00519009884693772,8.044331855738582,13.086298587296227,CLASSIFIED,0.14185359041963516
frozen,cusum@5,laplace,THEOREM-SUPPORTED,5,276.4043284375,6.3917140670101595,0.01925348231551391,6.372445018540269,0.018391271202737546,PASS,0.00039360743465437806,True,0.015134196725414419,6.376579870284745,9.804799824252191,CLASSIFIED,0.18546977595095748
frozen,cusum@5,logistic,THEOREM-SUPPORTED,1,359.4279934375,14.574339257770635,0.021731454179101842,14.592757269361542,0.05084611019625189,PASS,0.0005402050377134402,True,0.0,14.574339257770635,19.057299583927318,CLASSIFIED,0.07366841074253759
frozen,cusum@5,logistic,THEOREM-SUPPORTED,2,359.4279934375,11.415394846281757,0.015134592706803491,11.397627195193552,0.03532617642818208,PASS,0.00015282854302844907,True,0.0005075333940679332,11.41488731288769,14.65288714018349,CLASSIFIED,0.09601172252792653
frozen,cusum@5,logistic,THEOREM-SUPPORTED,3,359.4279934375,9.929655079496552,0.01236280003450758,9.914271860613718,0.02897113915120985,PASS,0.00048513126380694274,True,0.001966683701972414,9.92768839579458,12.52348253114577,CLASSIFIED,0.11198640833240105
frozen,cusum@5,logistic,THEOREM-SUPPORTED,5,359.4279934375,8.137886528947725,0.00867478125483278,8.12969981625975,0.023933984346553264,PASS,0.0004274683136364831,True,0.008087452301874465,8.12979907664585,9.963666788459268,CLASSIFIED,0.14009749187585097
frozen,cusum@5,t3,THEOREM-SUPPORTED,1,237.14127812499999,8.005392726291236,0.07115334462054447,8.017513707137548,0.06249317987320827,PASS,0.009867094279869208,True,0.0,8.005392726291236,63.00726668931193,CLASSIFIED,0.1427471719389836
frozen,cusum@5,t3,THEOREM-SUPPORTED,2,237.14127812499999,5.539699187430426,0.034800136897289134,5.564822359951122,0.031526149515866096,PASS,0.005300587263312524,True,0.00489563263448335,5.5348035547959435,34.055494070227894,CLASSIFIED,0.22027891248142872
frozen,cusum@5,t3,THEOREM-SUPPORTED,3,237.14127812499999,4.560418099520341,0.0257780250952195,4.5959092022714,0.023476550803260866,PASS,0.003394522991433711,True,0.009978354205292344,4.550439745315048,23.954677330209076,CLASSIFIED,0.28086589047918836
frozen,cusum@5,t3,THEOREM-SUPPORTED,5,237.14127812499999,3.5994631714565752,0.014711689405014616,3.6202933509511346,0.015922183921236947,PASS,0.0020400342417848274,True,0.020693887638137554,3.5787692838184375,15.499513403000755,CLASSIFIED,0.3846948135216946
frozen,cusum@5,t1p5,THEOREM-SUPPORTED,1,11.726424375,3.4824719060557694,0.14025772247907853,3.5959334806866483,0.2913546560873388,FAIL,0.011579961234692814,True,0.0,3.4824719060557694,7174.371808750178,CLASSIFIED,0.402824296847263
frozen,cusum@5,t1p5,THEOREM-SUPPORTED,2,11.726424375,2.5210111585865596,0.07028045554809371,2.583355088944657,0.1487523278909255,PASS,-0.002856911659438086,True,0.06970630841549197,2.4513048501710673,3948.545055988559,CLASSIFIED,0.6574573725871129
frozen,cusum@5,t1p5,THEOREM-SUPPORTED,3,11.726424375,2.137629149638606,0.04728549902371601,2.1852385281443336,0.09974638378576554,PASS,-0.00883969176300084,True,0.14315917975845197,1.994469969880154,2974.7645048589293,CLASSIFIED,0.8790210766994437
frozen,cusum@5,t1p5,THEOREM-SUPPORTED,5,11.726424375,1.7750725777131664,0.029125525828974715,1.804900806096951,0.05996214940310369,PASS,-0.013778649532557296,True,0.283536770754106,1.4915358069590605,2226.2189624787966,CLASSIFIED,1.2902017549769038
frozen,cusum@5,skewnormal4,THEOREM-SUPPORTED,1,365.0579125,5.421340740620465,0.04130998468685466,5.4036973901907634,0.02747935024204144,PASS,2.1728708220867596,False,0.0,5.421340740620465,4.541348765785159,FIXED-POINT-NOT-AT-ORIGIN,
frozen,cusum@5,skewnormal4,THEOREM-SUPPORTED,2,365.0579125,4.3086002065573314,0.030830947577863015,4.33135188785984,0.02250989526006011,PASS,1.7425156016338044,False,0.00015725462140085713,4.30844295193593,3.5468911111743555,FIXED-POINT-NOT-AT-ORIGIN,
frozen,cusum@5,skewnormal4,THEOREM-SUPPORTED,3,365.0579125,3.8605833306897965,0.026855850399894226,3.8634399025820714,0.017115450230787844,PASS,1.4865419120575922,False,0.0014060979497528602,3.8591772327400435,3.1362650772196727,FIXED-POINT-NOT-AT-ORIGIN,
frozen,cusum@5,skewnormal4,THEOREM-SUPPORTED,5,365.0579125,3.4946361703817863,0.02228250899734569,3.4929730844809264,0.013969082333076302,PASS,1.1187710175153585,False,0.007568552054488308,3.487067618327298,2.8161993131857623,FIXED-POINT-NOT-AT-ORIGIN,
frozen,cusum@5,uniform,OUTSIDE-ASSUMPTIONS,1,672.2942153125,0.0,0.0,16.708917938922696,0.03234107363581599,COUNTEREXAMPLE-CONFIRMED,-3.5918209574815636e-05,True,0.0,0.0,12.880753178175079,NOT-CLASSIFIED-OUTSIDE-ASSUMPTIONS,
frozen,cusum@5,uniform,OUTSIDE-ASSUMPTIONS,2,672.2942153125,0.0,0.0,15.252259004782806,0.032587635840367585,COUNTEREXAMPLE-CONFIRMED,0.00018358314970692228,True,0.0,0.0,11.810633132400985,NOT-CLASSIFIED-OUTSIDE-ASSUMPTIONS,
frozen,cusum@5,uniform,OUTSIDE-ASSUMPTIONS,3,672.2942153125,0.0,0.0,14.287772145077161,0.029842561485887032,COUNTEREXAMPLE-CONFIRMED,0.00025679943641218465,True,0.0,0.0,11.085845625290395,NOT-CLASSIFIED-OUTSIDE-ASSUMPTIONS,
frozen,cusum@5,uniform,OUTSIDE-ASSUMPTIONS,5,672.2942153125,0.0,0.0,13.097595747877904,0.027866872488441514,COUNTEREXAMPLE-CONFIRMED,0.00021450542209615353,True,0.0,0.0,10.192668475468388,NOT-CLASSIFIED-OUTSIDE-ASSUMPTIONS,
frozen,cusum@5,cauchy,OUTSIDE-ASSUMPTIONS,1,6.915886875,29.92803002272648,22.322304883058923,8.852416335146557,10.343882567502895,COUNTEREXAMPLE-NOT-DEMONSTRATED,10.022185804373148,True,0.0,29.92803002272648,584010798.5283601,NOT-CLASSIFIED-OUTSIDE-ASSUMPTIONS,
frozen,cusum@5,cauchy,OUTSIDE-ASSUMPTIONS,2,6.915886875,15.590380247742754,11.161350229410019,5.0454020125463614,5.172051148028581,COUNTEREXAMPLE-NOT-DEMONSTRATED,4.684379917248297,True,0.11356329933604321,15.476816948406713,292823110.0510407,NOT-CLASSIFIED-OUTSIDE-ASSUMPTIONS,
frozen,cusum@5,cauchy,OUTSIDE-ASSUMPTIONS,3,6.915886875,10.665286524075778,7.474755331398479,3.7577324817579627,3.4472425391450705,COUNTEREXAMPLE-NOT-DEMONSTRATED,2.709608639769713,True,0.10156672475761772,10.563719799318156,196968918.88006222,NOT-CLASSIFIED-OUTSIDE-ASSUMPTIONS,
frozen,cusum@5,cauchy,OUTSIDE-ASSUMPTIONS,5,6.915886875,6.482191255516549,4.600703465104808,2.70830128590998,2.068412442960068,COUNTEREXAMPLE-NOT-DEMONSTRATED,1.2102904699214245,True,-0.043426618627500746,6.525617874144048,121191516.19469482,NOT-CLASSIFIED-OUTSIDE-ASSUMPTIONS,
