e,e_index,n_paths,n_batches,F1,F1_se,F1_batch_sd,mean_tau,mean_tau_se,median_tau,alarm_up_proportion,F_rho_0.5,F_rho_0.5_se
-0.81,0,800000,20,1.180500051214341,0.0007931700274409501,0.00433307694765851,14.82707125,0.010202495006634884,13.0,0.99999375,0.590276963465458,0.0006856192537522253
-0.7875000000000001,1,800000,20,1.196598742043253,0.0007900741869208378,0.003253188929852115,15.57363875,0.010950513672212373,13.0,0.9999949999999999,0.5981745580435726,0.0006845399139300051
-0.765,2,800000,20,1.2121256604205508,0.0007877234453871597,0.0023308162463187413,16.43755,0.011799905547040987,14.0,0.9999912500000001,0.6058979367434338,0.0006842336422381907
-0.7425,3,800000,20,1.2279667666984384,0.0007866656767892112,0.0035141896612478013,17.3738275,0.012716099033283476,14.0,0.9999887500000002,0.6142492202918658,0.0006838567283885557
-0.72,4,800000,20,1.242988762373749,0.0007848229068183393,0.003333062728760153,18.40507,0.013761019682456436,15.0,0.99997875,0.6210088654569024,0.0006837900239720189
-0.6975,5,800000,20,1.2604313480206422,0.000783098059466779,0.003533770047686537,19.528835,0.014886516871449462,16.0,0.9999849999999999,0.6300816591753446,0.0006821404056544963
-0.675,6,800000,20,1.2771721817018122,0.0007822197451136246,0.002644197916099333,20.81223875,0.016239653655841513,17.0,0.9999612499999999,0.6378906827359625,0.0006819243475328367
-0.6525,7,800000,20,1.294681041491837,0.0007796251944171583,0.0025709647514323155,22.20641875,0.017711194067455045,18.0,0.99997125,0.6484321298212185,0.0006813523072297715
-0.63,8,800000,20,1.310478528575003,0.0007773356456712636,0.004176774171564296,23.817345,0.01939714269873658,19.0,0.9999437499999999,0.6551644020634032,0.000681142924240321
-0.6074999999999999,9,800000,20,1.327156167071629,0.000776706626375394,0.0034017630967612153,25.55531125,0.021240237884535593,20.0,0.9999262499999999,0.6634440502556701,0.0006799943408840892
-0.585,10,800000,20,1.3462789304420009,0.0007757965530984296,0.0043142477816011755,27.60473375,0.023403296070101904,22.0,0.9999137500000002,0.6727287252711776,0.0006815757260947564
-0.5624999999999999,11,800000,20,1.3629040531553223,0.0007731544497624753,0.003219243696129507,29.869875,0.025822508756565787,23.0,0.9998500000000001,0.6812427071830436,0.0006797742751951931
-0.5399999999999999,12,800000,20,1.3806117260522297,0.0007751301548908426,0.0023901723305330296,32.47194375,0.028695657419450914,25.0,0.9997862499999999,0.6909407137831481,0.0006804007650636073
0.0,13,800000,20,-0.0024925382231436415,0.0022507300768176983,0.01124302975124105,465.79579625,0.5131866793169011,325.0,0.49925375,-0.0015263616195867438,0.0012571825265565962
0.5399999999999999,14,800000,20,-1.3814145615249522,0.0007743997674848834,0.002935490457699558,32.43818375,0.028646951777176095,25.0,0.0001825,-0.6906606552644708,0.0006805814296762032
0.5624999999999999,15,800000,20,-1.3626769500464333,0.0007756605698978501,0.0031424576730894917,29.863245,0.025896270513019855,23.0,0.00014125000000000002,-0.6811517326883716,0.0006800809757786787
0.585,16,800000,20,-1.3473110406670108,0.0007763822944865565,0.0036290426764997935,27.609635,0.023486165256559378,22.0,0.00010874999999999999,-0.6723400239841116,0.000680954769758097
0.6074999999999999,17,800000,20,-1.3281989151410682,0.0007779693453183526,0.0040574769313739155,25.6109625,0.021299714009271657,20.0,9.875000000000002e-05,-0.6637131041296711,0.0006817728093440182
0.63,18,800000,20,-1.3105544662052324,0.000778153578242847,0.002724347922782619,23.820335,0.01938435979537304,19.0,7.125e-05,-0.6556431716204812,0.0006810438867145784
0.6525,19,800000,20,-1.2943242504410963,0.0007793244074035039,0.004523030353011451,22.22297125,0.01768711220089403,18.0,4.2499999999999996e-05,-0.6478329620698233,0.0006815643020434603
0.675,20,800000,20,-1.2775079234750695,0.0007823670637607055,0.0030610163443773237,20.8166875,0.016223560018197435,17.0,3.5e-05,-0.6387043259532589,0.0006821445336467093
0.6975,21,800000,20,-1.261634845142863,0.0007827695200490034,0.0035735796010187434,19.54470375,0.014922410129276201,16.0,2.125e-05,-0.6310648470670301,0.0006826578084928382
0.72,22,800000,20,-1.2444025537727659,0.0007846788406441071,0.003962556641427799,18.4127425,0.013761692551830046,15.0,1.25e-05,-0.6220183867359415,0.0006829633059938538
0.7425,23,800000,20,-1.2290918833500306,0.0007880110642405127,0.0027408093403808753,17.37144125,0.012735779071569739,14.0,1.6250000000000002e-05,-0.6136233318697261,0.0006837903610870553
0.765,24,800000,20,-1.2111248088308084,0.0007882457828461637,0.0032396843378566104,16.4343225,0.01178611817873974,14.0,1.375e-05,-0.6065792642521375,0.0006848435827394053
0.7875000000000001,25,800000,20,-1.1966317734351635,0.0007912559734169164,0.003573042240760103,15.58281375,0.010925965847440024,13.0,6.25e-06,-0.5982219769934379,0.0006848268696676094
0.81,26,800000,20,-1.1815367511930925,0.000792638995096934,0.0025593819464155244,14.82042,0.010199123739672753,12.0,5e-06,-0.5905297945120801,0.0006858196043558154
