e,e_index,n_paths,n_batches,F1,F1_se,F1_batch_sd,mean_tau,mean_tau_se,median_tau,alarm_up_proportion,F_rho_0.1,F_rho_0.1_se
-0.21750000000000003,0,20000,10,1.5654141920965232,0.00641686156629889,0.020753247364860904,172.81815,1.1698233086058523,122.0,0.9741500000000001,0.1492420580555674,0.0063826901457952594
-0.20900000000000002,1,20000,10,1.5583114345868156,0.006705619250995301,0.013356867963109557,182.7581,1.2423053007785636,129.0,0.9699,0.14853178230459663,0.006380175696281306
-0.2005,2,20000,10,1.5533063057327106,0.006795777582902749,0.02017070506106605,192.7259,1.3045793708418973,137.0,0.96675,0.1480312694191861,0.0063798540334381775
-0.192,3,20000,10,1.5373997760455578,0.00709862733171553,0.021913115456098815,203.3807,1.38088222892541,143.0,0.9616999999999999,0.14644061645047085,0.0063806048556681785
-0.1835,4,20000,10,1.5300803154223703,0.0073916530144187784,0.025194110143244276,212.3006,1.428241250852086,152.0,0.9549499999999999,0.14570867038815208,0.0063857524258058495
-0.175,5,20000,10,1.5139692738262491,0.007577240204712126,0.024334230307370787,224.5569,1.521415869652976,159.0,0.9494,0.14409756622853997,0.006391109781378181
-0.16649999999999998,6,20000,10,1.5009645195055847,0.007828401253350674,0.024674284431209458,235.7473,1.6295354434388873,165.0,0.94305,0.1427970907964735,0.006388048114846229
-0.158,7,20000,10,1.4779657693848647,0.00816638891327389,0.0259285970565411,250.3988,1.7128262380095889,177.0,0.9341999999999999,0.14049721578440152,0.006398766574012182
-0.1495,8,20000,10,1.4364384717016263,0.008599193103783008,0.019593964141935292,263.79095,1.8096778440097643,186.0,0.9230500000000001,0.13634448601607768,0.0063949648478246295
-0.141,9,20000,10,1.3910130504059508,0.009064754633585567,0.022542926064107304,278.20785,1.89667265119107,195.0,0.9088,0.13180194388651015,0.0064051918749475556
-0.13249999999999998,10,20000,10,1.378461609183103,0.009255764643758532,0.02427711359086201,290.5183,2.0070700821773113,204.0,0.9027,0.13054679976422537,0.006401721940513947
0.0,11,20000,10,-0.001880914503081177,0.014244893784519352,0.0315402813798961,463.4313,3.223913121473071,323.0,0.4969,-0.007487452604393065,0.006503636337010985
0.13249999999999998,12,20000,10,-1.3664974211251215,0.009343084247513296,0.029987826730401495,287.20495,1.9815634072498718,200.0,0.09895000000000001,-0.1439491032665971,0.006418312703866516
0.141,13,20000,10,-1.410019546062226,0.008941162230214718,0.026345301272983478,279.0587,1.941955924411292,194.0,0.0865,-0.14830131576030756,0.0064036985396890385
0.1495,14,20000,10,-1.4469620504371103,0.008593361940077565,0.028449306622542796,262.09775,1.8168716770541113,182.0,0.07734999999999999,-0.151995566197796,0.00640331756883487
0.158,15,20000,10,-1.4816931435712983,0.008229393318847764,0.03551174555358424,248.61015,1.7102775464272357,173.0,0.06550000000000002,-0.15546867551121482,0.006406607101545795
0.16649999999999998,16,20000,10,-1.502073128745848,0.007959034501807353,0.03112326245255719,237.6809,1.6391975604519455,166.0,0.05785,-0.15750667402866975,0.006398835759691248
0.175,17,20000,10,-1.5247144874053578,0.007576190066936723,0.018212286788052503,224.9218,1.53707937169417,158.0,0.04945,-0.15977080989462075,0.0063965767863337335
0.1835,18,20000,10,-1.5360101380249727,0.007318297477471873,0.019933428869251982,210.6667,1.4469532384424908,148.0,0.044,-0.16090037495658224,0.00639091214899488
0.192,19,20000,10,-1.5375537312631091,0.00713758547614168,0.027648982104393347,202.52025,1.385528882416774,142.0,0.039749999999999994,-0.16105473428039585,0.006387775955575829
0.2005,20,20000,10,-1.554276667375014,0.006818189267686386,0.016195451382958376,191.62935,1.3225260175823514,133.0,0.033400000000000006,-0.16272702789158633,0.006384810257812087
0.20900000000000002,21,20000,10,-1.5618929815272684,0.006592613930094488,0.025114882835094166,180.23825,1.221247878878796,128.0,0.028249999999999997,-0.16348865930681178,0.006376572023262934
0.21750000000000003,22,20000,10,-1.5697853270116584,0.006383767691948368,0.013570561067331793,170.93055,1.1620876897742318,120.0,0.024399999999999998,-0.1642778938552508,0.006375028669954933
