m,n_paths,n_batches,gamma,gamma_se,F1_prime_0,F1_prime_0_se,arl_0,mean_t_tau_sq,wald_second_gap,master_seed,seed_replicate
1,400000,20,15.865542349791772,0.0636478502746995,-14.865542349791772,0.0636478502746995,464.8597725,465.80891172805696,0.9491392280569357,20260820,0
1,400000,20,15.867837862126576,0.06357474558522454,-14.867837862126576,0.06357474558522454,465.036685,465.72689442927435,0.6902094292743755,20260820,1
