rho,dip,z,mode_at,sd,lag1,ARL_cycle
0.6,0.016702763157894707,7.210194374518085,0.5245901639344268,0.9748169786118392,,71.40948421052632
0.7,0.05025276315789473,22.898453532244286,0.6557377049180331,1.0571229852869524,,62.88624210526316
0.75,0.05316631578947362,24.789002605180684,0.6557377049180331,1.1039880546704932,,59.65497684210526
0.8,0.05520499999999992,26.3747623996686,0.7868852459016393,1.1521453022569073,,56.716693684210526
0.85,0.051280131578947286,24.967510233271444,0.7868852459016393,1.2036622353257964,,54.82619263157895
0.9,0.04380763157894732,21.73829254895983,0.7868852459016393,1.2557803804629786,,53.03454315789474
0.95,0.03769157894736838,19.12263900516363,0.7868852459016393,1.3140595942198547,,51.09083052631579
1.0,0.02720921052631578,14.05465872518673,0.7868852459016393,1.3720937422428725,,50.04365052631579
