rho,ARL_sim,ARL_renewal,ratio_to_oracle
0.0,83.17717818181818,83.09059878023707,0.17871423269695796
0.5,81.48355393939394,81.55901429451184,0.17507531678783453
1.0,50.10929212121212,50.16445431392446,0.10766467302911804
