e,e_index,n_paths,n_batches,F1,F1_se,F1_batch_sd,mean_tau,mean_tau_se,median_tau,alarm_up_proportion,F_rho_0,F_rho_0_se,F_rho_0.02,F_rho_0.02_se,F_rho_0.05,F_rho_0.05_se,F_rho_0.1,F_rho_0.1_se,F_rho_0.25,F_rho_0.25_se,F_rho_0.5,F_rho_0.5_se,F_rho_1,F_rho_1_se
-0.15,0,1000000,20,1.4516823409045525,0.0012100324731394675,0.005843434087580432,262.106162,0.2553572140804652,184.0,0.9256050000000002,4.720459912277096e-05,0.0009993821834772933,0.029079907325231368,0.0009796933210201588,0.07262896141439426,0.0009513384390539163,0.14521071822966578,0.0009075459790884953,0.36295598867548023,0.0008082778910652431,0.7258647727518377,0.0007846856624975704,1.4516823409045525,0.0012100324731394675
-0.1375,1,1000000,20,1.404556828753667,0.0012835284624485653,0.006682087052824261,282.86592,0.2760007472616081,198.0,0.9099280000000001,0.0004565298768716536,0.000999175779887713,0.028538535854407555,0.0009795354308119565,0.07066154482071142,0.0009514007981042756,0.14086655976455117,0.0009084053834617271,0.3514816045960705,0.0008152696867944995,0.7025066793152692,0.0008133988253229912,1.404556828753667,0.0012835284624485653
-0.125,2,1000000,20,1.3467630140541116,0.001364023912859428,0.0066356866182737525,304.026161,0.29743321054165556,213.0,0.891311,-8.432821985197631e-05,0.0010008582444736192,0.026852618625627295,0.0009812137573105824,0.06725803889384621,0.0009532416634431726,0.13460040600754436,0.0009110086846939713,0.3366275073486389,0.0008243946598593905,0.6733393429171298,0.0008458153856779606,1.3467630140541116,0.001364023912859428
-0.1125,3,1000000,20,1.2761820883033075,0.001450297811603917,0.005073298093560301,325.781756,0.31843214148164317,228.0,0.8692490000000002,0.000936910793936785,0.0009998747516232096,0.0264418143441242,0.0009803215951468807,0.06469916966940534,0.0009526826320503487,0.12846142854487386,0.0009115738474356449,0.3197482051712795,0.0008331284089094497,0.6385594995486221,0.0008809974225651206,1.2761820883033075,0.001450297811603917
-0.1,4,1000000,20,1.1917008601009347,0.0015379877835821358,0.006477798041942951,349.004679,0.34241683343024293,243.0,0.8438930000000001,-0.001339447206922051,0.001001447998380478,0.02252135893923509,0.0009819427554922475,0.0583125681584708,0.0009545826168224031,0.11796458352386364,0.0009145372786939131,0.2969206296200422,0.0008442471894401966,0.5951807064470065,0.0009182173559937088,1.1917008601009347,0.0015379877835821358
-0.0875,5,1000000,20,1.0919680871893163,0.0016256778808267514,0.009011865642841316,371.13162,0.3643111338303811,259.0,0.813843,0.0004653854182233282,0.000998464059586457,0.022295439453645188,0.0009790502232519213,0.055040520506777976,0.000952055650062702,0.10961565559533262,0.0009132800996500673,0.2733410608609965,0.0008521964923882668,0.5462167363037698,0.0009541093604738292,1.0919680871893163,0.0016256778808267514
-0.075,6,1000000,20,0.979426678638462,0.0017130983256281626,0.008805242809806857,392.492732,0.3861341105584011,274.0,0.780378,-0.0012669641070718093,0.001000050752634067,0.01834690874783887,0.0009806584078493935,0.04776771803020488,0.0009539264835027504,0.09680240016748158,0.0009162527029212796,0.24390644657931163,0.0008638073652443803,0.4890798572656951,0.000991943098480757,0.979426678638462,0.0017130983256281626
-0.0625,7,1000000,20,0.8465147410411297,0.0017940919575491895,0.00907418627945143,411.7061,0.40549925819468324,287.0,0.7419469999999999,0.0013147714693774325,0.0009998168588103175,0.018218770860812483,0.000980469489583198,0.04357476994796505,0.0009540331214781616,0.08583476842655267,0.000917507795404734,0.2126147638623155,0.0008736819215779067,0.42391475625525354,0.0010268418816444915,0.8465147410411297,0.0017940919575491895
-0.05,8,1000000,20,0.6989465077765836,0.0018665291259829073,0.00624651890898887,430.067022,0.4232678289165224,300.0,0.699422,0.0006067331251607931,0.0010003201064002713,0.014573528618189252,0.000981040978914941,0.03552372185773194,0.000954917469818732,0.07044071059030309,0.0009195155811810758,0.1751916767880165,0.0008836969613416584,0.3497766204508722,0.0010590382892206502,0.6989465077765836,0.0018665291259829073
-0.0375,9,1000000,20,0.5383136028034344,0.0019275450130266762,0.008185850782688717,444.320295,0.4380972525744891,310.0,0.652973,-0.000968589876962875,0.001000476456958424,0.009817053976645071,0.000981196469837435,0.025995519757056995,0.0009552566971819409,0.05295962939107686,0.0009206918776615891,0.13385195829313645,0.0008914728368405042,0.26867250646323576,0.001085538338418272,0.5383136028034344,0.0019275450130266762
