e,e_index,n_paths,n_batches,F1,F1_se,F1_batch_sd,mean_tau,mean_tau_se,median_tau,alarm_up_proportion,F_rho_0,F_rho_0_se,F_rho_0.02,F_rho_0.02_se,F_rho_0.05,F_rho_0.05_se,F_rho_0.1,F_rho_0.1_se,F_rho_0.25,F_rho_0.25_se,F_rho_0.5,F_rho_0.5_se,F_rho_1,F_rho_1_se
-0.075,16,20000,10,0.9683998423125113,0.012197887122491181,0.052748007496833046,389.51525,2.6905259197521434,274.0,0.77605,-0.008110401282316607,0.007050177391383452,0.01141980358957995,0.006914545208741714,0.04071511089742479,0.0067280345637091895,0.08954062307716619,0.0064665759706822624,0.2360171596163904,0.00611549826170495,0.48014472051509727,0.007057714436634132,0.9683998423125113,0.012197887122491181
-0.05,17,20000,10,0.6845318098803764,0.013235038960921238,0.03509454987353076,436.0368,3.0596309711094194,302.5,0.69545,-0.008110401282316607,0.007050177391383452,0.005742442940937251,0.006915893818397711,0.026521709275818046,0.006734391249689504,0.0611538198339527,0.006489805861970847,0.16505015150835667,0.006255032070432549,0.33821070429902994,0.007517254176939626,0.6845318098803764,0.013235038960921238
-0.025,18,20000,10,0.36443923881251533,0.013952682267252128,0.025988002687492885,456.00385,3.184685499832835,318.0,0.6042500000000001,-0.008110401282316607,0.007050177391383452,-0.0006594084804199667,0.006915949770389714,0.01051708072242499,0.006736747359131641,0.02914456272716659,0.006502338656927675,0.08502700874139138,0.006346464597088627,0.17816441876509936,0.007829253282378035,0.36443923881251533,0.013952682267252128
-0.0125,19,20000,10,0.20704934297308875,0.01411157602737655,0.053067350895172144,463.08255,3.2071001062220432,325.0,0.5566000000000001,-0.008110401282316607,0.007050177391383452,-0.0038072063972085005,0.006916547970141781,0.002647585930453662,0.006738741987426848,0.013405573143223926,0.006508056970341595,0.045679534781534734,0.00637325734576294,0.09946947084538606,0.007905365770465396,0.20704934297308875,0.01411157602737655
0.0,20,20000,10,-0.001880914503081177,0.014244893784519352,0.0315402813798961,463.4313,3.223913121473071,323.0,0.4969,-0.008110401282316607,0.007050177391383452,-0.007985811546731895,0.006915156434487615,-0.0077989269433548355,0.006735709663096303,-0.007487452604393065,0.006503636337010985,-0.00655302958750775,0.006376213104798872,-0.004995657892698893,0.007948278048785009,-0.001880914503081177,0.014244893784519352
0.0125,21,20000,10,-0.17751289212593788,0.014109549208548459,0.052624578170171625,456.5963,3.1925443275355887,317.0,0.4495,-0.008110401282316607,0.007050177391383452,-0.011498451099189032,0.006914396737161235,-0.01658052582449767,0.006733383185477372,-0.025050650366678737,0.00649751606353164,-0.05046102399322193,0.006350623640346037,-0.09281164670412724,0.007880437171556568,-0.17751289212593788,0.014109549208548459
0.025,22,20000,10,-0.3774859731488781,0.013960425181257017,0.04230558127241917,455.6598,3.188064909328432,317.0,0.39365,-0.008110401282316607,0.007050177391383452,-0.015497912719647835,0.006916552983956222,-0.02657917987564468,0.006738272560945037,-0.04504795846897276,0.006505419771037223,-0.10045429424895697,0.006353748097784049,-0.19279818721559733,0.00783942373107772,-0.3774859731488781,0.013960425181257017
0.05,23,20000,10,-0.7052645360473222,0.013192973665632768,0.0470270779271758,433.62125,2.9629379102463274,308.0,0.2984,-0.008110401282316607,0.007050177391383452,-0.02205348397761672,0.006913700525371495,-0.042968108020566886,0.006728804826298817,-0.07782581475881716,0.006478365827464953,-0.182398934973568,0.006226558406388633,-0.3566874686648193,0.007473283382573644,-0.7052645360473222,0.013192973665632768
0.075,24,20000,10,-0.9704671883955484,0.01219412981193549,0.05484597273116504,390.3832,2.7167027158985078,273.0,0.22319999999999998,-0.008110401282316607,0.007050177391383452,-0.027357537024581245,0.006912823101794794,-0.056228240637978204,0.0067237341304923915,-0.10434607999363979,0.006458058134423224,-0.24869959806062453,0.006096404375738362,-0.4892887948389325,0.007034569029923884,-0.9704671883955484,0.01219412981193549
0.1,25,20000,10,-1.2058399611098725,0.010845714466269306,0.039236079294031743,354.6469,2.4662564155121527,247.0,0.15275,-0.008110401282316607,0.007050177391383452,-0.032064992478867724,0.00691339869951542,-0.0679968792736944,0.006721631907253988,-0.12788335726507222,0.00644123030390917,-0.3075427912392056,0.005951424479114312,-0.6069751811960946,0.006479070730420228,-1.2058399611098725,0.010845714466269306
0.15,26,20000,10,-1.454882406421191,0.008499932714800644,0.024835187419852408,264.0988,1.8141147986147754,184.0,0.0719,-0.008110401282316607,0.007050177391383452,-0.03704584138509409,0.006912725016429961,-0.08044900153926032,0.006714782354465879,-0.15278760179620404,0.0064090734968953456,-0.3698034025670352,0.0057155671081892175,-0.7314964038517537,0.005544900229819749,-1.454882406421191,0.008499932714800644
0.2,27,20000,10,-1.5542704161738934,0.00681901366780394,0.01477013766609706,189.898,1.2959810369532445,134.0,0.032900000000000006,-0.008110401282316607,0.007050177391383452,-0.03903360158014814,0.00690987058878667,-0.08541840202689543,0.006704719942388024,-0.16272640277147427,0.006378467377275596,-0.3946504050052107,0.005547920848543324,-0.781190408728105,0.004892500205848866,-1.5542704161738934,0.00681901366780394
