m,n_paths,n_batches,gamma,gamma_se,F1_prime_0,F1_prime_0_se,arl_0,mean_t_tau_sq,wald_second_gap,master_seed,seed_replicate
1,50000,10,16.145729827412215,0.1803678362479487,-15.145729827412215,0.1803678362479487,463.17716,464.97415476882645,1.796994768826437,20260820,0
1,50000,10,15.82517101851141,0.1799473083782303,-14.82517101851141,0.1799473083782303,464.95052,461.219761488616,-3.7307585113840105,20260820,1
